drug,protein,ensp_id,sig_id
CHEMBL3286556,Q9UPE1,ENSP00000359119,LPROT001_PC3_6H:H18
CHEMBL517866,Q9UPE1,ENSP00000359119,REP.A024_HT29_24H:E19
CHEMBL49176,Q9UPE1,ENSP00000359119,REP.A024_YAPC_24H:H13
CHEMBL409026,Q9UPE1,ENSP00000359119,REP.A015_HELA_24H:G07
CHEMBL144123,Q9UPE1,ENSP00000359119,REP.A013_YAPC_24H:B13
CHEMBL392463,Q9UPE1,ENSP00000359119,REP.A026_HELA_24H:L13
CHEMBL438257,Q9UPE1,ENSP00000359119,REP.A022_MCF7_24H:N01
CHEMBL351200,Q9UPE1,ENSP00000359119,REP.A001_HELA_24H:B13
CHEMBL385514,Q9UPE1,ENSP00000359119,REP.A027_HA1E_24H:N07
CHEMBL145081,Q9UPE1,ENSP00000359119,REP.A005_PC3_24H:F13
CHEMBL310867,Q9UPE1,ENSP00000359119,REP.A008_YAPC_24H:H19
CHEMBL476312,Q9UPE1,ENSP00000359119,LJP007_NPC.TAK_24H:B13
CHEMBL391963,Q9UPE1,ENSP00000359119,REP.A026_PC3_24H:L13
CHEMBL1214932,Q9UPE1,ENSP00000359119,REP.A026_PC3_24H:A07
CHEMBL181840,Q9UPE1,ENSP00000359119,REP.A019_A375_24H:D13
CHEMBL255312,Q9UPE1,ENSP00000359119,LJP005_BT20_3H:J01
CHEMBL144123,Q9UPE1,ENSP00000359119,REP.A013_HT29_24H:B13
CHEMBL3330354,Q9UPE1,ENSP00000359119,REP.A006_YAPC_24H:D01
CHEMBL358527,Q9UPE1,ENSP00000359119,REP.A019_PC3_24H:L19
CHEMBL288447,Q9UPE1,ENSP00000359119,REP.A025_PC3_24H:H07
CHEMBL231811,Q9UPE1,ENSP00000359119,REP.A007_YAPC_24H:C13
CHEMBL299026,Q9UPE1,ENSP00000359119,REP.A006_HA1E_24H:C01
CHEMBL424269,Q9UPE1,ENSP00000359119,REP.A018_A375_24H:G07
CHEMBL502979,Q9UPE1,ENSP00000359119,REP.A003_YAPC_24H:B07
CHEMBL135,Q9UPE1,ENSP00000359119,REP.A005_PC3_24H:F13
CHEMBL394614,Q9UPE1,ENSP00000359119,REP.A021_HA1E_24H:K13
CHEMBL3357657,Q9UPE1,ENSP00000359119,LJP006_PC3_24H:B07
CHEMBL202656,Q9UPE1,ENSP00000359119,REP.A001_HELA_24H:C01
CHEMBL332178,Q9UPE1,ENSP00000359119,REP.A003_YAPC_24H:M07
CHEMBL144493,Q9UPE1,ENSP00000359119,REP.A007_PC3_24H:C01
CHEMBL302741,Q9UPE1,ENSP00000359119,REP.A008_MCF7_24H:F01
CHEMBL301618,Q9UPE1,ENSP00000359119,REP.A021_PC3_24H:F13
CHEMBL384847,Q9UPE1,ENSP00000359119,REP.A017_HELA_24H:J07
CHEMBL302684,Q9UPE1,ENSP00000359119,LJP009_A375_24H:F19
CHEMBL358810,Q9UPE1,ENSP00000359119,REP.A021_A375_24H:F13
CHEMBL403033,Q9UPE1,ENSP00000359119,REP.A012_HELA_24H:A19
CHEMBL21156,Q9UPE1,ENSP00000359119,REP.A008_HA1E_24H:H19
CHEMBL42557,Q9UPE1,ENSP00000359119,REP.A025_MCF7_24H:H07
CHEMBL384847,Q9UPE1,ENSP00000359119,REP.A017_PC3_24H:J07
CHEMBL248920,Q9UPE1,ENSP00000359119,REP.A008_HA1E_24H:N01
CHEMBL310019,Q9UPE1,ENSP00000359119,REP.A004_PC3_24H:B13
CHEMBL135,Q9UPE1,ENSP00000359119,REP.A001_HA1E_24H:H19
CHEMBL419792,Q9UPE1,ENSP00000359119,REP.A013_MCF7_24H:N01
CHEMBL492917,Q9UPE1,ENSP00000359119,REP.A003_A375_24H:B07
CHEMBL494540,Q9UPE1,ENSP00000359119,REP.A018_HELA_24H:N01
CHEMBL142819,Q9UPE1,ENSP00000359119,REP.A026_A375_24H:F01
CHEMBL128184,Q9UPE1,ENSP00000359119,REP.A006_PC3_24H:H07
CHEMBL382277,Q9UPE1,ENSP00000359119,REP.A008_HELA_24H:F01
CHEMBL419792,Q9UPE1,ENSP00000359119,REP.A013_PC3_24H:N01
CHEMBL3133821,Q9UPE1,ENSP00000359119,LPROT003_PC3_6H:O05
CHEMBL654,Q9UPE1,ENSP00000359119,REP.A003_HA1E_24H:M19
CHEMBL278849,Q9UPE1,ENSP00000359119,REP.A013_A375_24H:D07
CHEMBL214291,Q9UPE1,ENSP00000359119,REP.A001_HA1E_24H:H19
CHEMBL109405,Q9UPE1,ENSP00000359119,REP.A005_MCF7_24H:F13
CHEMBL428594,Q9UPE1,ENSP00000359119,REP.A012_HELA_24H:A19
CHEMBL214291,Q9UPE1,ENSP00000359119,REP.A027_HA1E_24H:N07
CHEMBL302684,Q9UPE1,ENSP00000359119,LJP009_ASC_24H:F19
CHEMBL372020,Q9UPE1,ENSP00000359119,REP.A001_HT29_24H:H19
CHEMBL3286556,Q9UPE1,ENSP00000359119,LPROT001_MCF7_6H:G17
CHEMBL115600,Q9UPE1,ENSP00000359119,REP.A015_HELA_24H:L07
CHEMBL222130,Q9UPE1,ENSP00000359119,REP.A009_A375_24H:B13
CHEMBL409026,Q9UPE1,ENSP00000359119,REP.A009_HA1E_24H:P13
CHEMBL3589663,Q9UPE1,ENSP00000359119,LJP009_A549_24H:I01
CHEMBL142153,Q9UPE1,ENSP00000359119,REP.A017_YAPC_24H:I01
CHEMBL1337960CHEMBL95,Q9UPE1,ENSP00000359119,REP.A028_PC3_24H:C13
CHEMBL435814,Q9UPE1,ENSP00000359119,REP.A021_A375_24H:E01
CHEMBL224545,Q9UPE1,ENSP00000359119,REP.A001_HELA_24H:I01
CHEMBL255312,Q9UPE1,ENSP00000359119,LJP005_A549_24H:J01
CHEMBL1214932,Q9UPE1,ENSP00000359119,REP.A026_YAPC_24H:A07
CHEMBL145081,Q9UPE1,ENSP00000359119,REP.A005_YAPC_24H:F13
CHEMBL213457,Q9UPE1,ENSP00000359119,REP.A027_PC3_24H:N07
CHEMBL42557,Q9UPE1,ENSP00000359119,LJP008_HT29_24H:D19
CHEMBL319037,Q9UPE1,ENSP00000359119,REP.A004_YAPC_24H:F01
CHEMBL146359,Q9UPE1,ENSP00000359119,REP.A018_HELA_24H:F19
CHEMBL199766,Q9UPE1,ENSP00000359119,REP.A017_MCF7_24H:C13
CHEMBL242265,Q9UPE1,ENSP00000359119,REP.A015_HT29_24H:N13
CHEMBL62858,Q9UPE1,ENSP00000359119,REP.A019_HT29_24H:D13
CHEMBL59836,Q9UPE1,ENSP00000359119,REP.A005_HELA_24H:F13
CHEMBL301618,Q9UPE1,ENSP00000359119,REP.A021_MCF7_24H:F13
CHEMBL392464,Q9UPE1,ENSP00000359119,REP.A004_HT29_24H:E07
CHEMBL59836,Q9UPE1,ENSP00000359119,REP.A005_HT29_24H:F13
CHEMBL256154,Q9UPE1,ENSP00000359119,LJP005_BT20_24H:J01
CHEMBL434,Q9UPE1,ENSP00000359119,REP.A014_MCF7_24H:C13
CHEMBL213457,Q9UPE1,ENSP00000359119,REP.A001_HT29_24H:H19
CHEMBL59836,Q9UPE1,ENSP00000359119,REP.A001_HA1E_24H:H19
CHEMBL435814,Q9UPE1,ENSP00000359119,REP.A007_YAPC_24H:A19
CHEMBL199766,Q9UPE1,ENSP00000359119,REP.A023_MCF7_24H:H19
CHEMBL322348,Q9UPE1,ENSP00000359119,REP.A006_A375_24H:H07
CHEMBL384403,Q9UPE1,ENSP00000359119,REP.A004_A375_24H:O13
CHEMBL288447,Q9UPE1,ENSP00000359119,LJP008_HEPG2_24H:D19
CHEMBL288447,Q9UPE1,ENSP00000359119,LJP008_NPC.CAS9_24H:D19
CHEMBL49176,Q9UPE1,ENSP00000359119,REP.A024_MCF7_24H:H13
CHEMBL409026,Q9UPE1,ENSP00000359119,REP.A011_PC3_24H:E13
CHEMBL214291,Q9UPE1,ENSP00000359119,REP.A027_A375_24H:N07
CHEMBL2112842,Q9UPE1,ENSP00000359119,REP.A018_HA1E_24H:C13
CHEMBL255312,Q9UPE1,ENSP00000359119,REP.A011_A375_24H:O07
CHEMBL3133821,Q9UPE1,ENSP00000359119,REP.A028_HELA_24H:N07
CHEMBL320906,Q9UPE1,ENSP00000359119,REP.A024_YAPC_24H:E19
CHEMBL3604499,Q9UPE1,ENSP00000359119,LJP007_NPC.TAK_24H:E01
CHEMBL213481,Q9UPE1,ENSP00000359119,REP.A027_HA1E_24H:D07
CHEMBL435814,Q9UPE1,ENSP00000359119,REP.A010_MCF7_24H:H01
CHEMBL3589662,Q9UPE1,ENSP00000359119,LJP009_HT29_24H:I01
CHEMBL231812,Q9UPE1,ENSP00000359119,REP.A006_HELA_24H:B07
CHEMBL392464,Q9UPE1,ENSP00000359119,REP.A004_MCF7_24H:E07
CHEMBL282290,Q9UPE1,ENSP00000359119,REP.A008_PC3_24H:O13
CHEMBL3604497,Q9UPE1,ENSP00000359119,LJP007_HME1_24H:E01
CHEMBL302741,Q9UPE1,ENSP00000359119,REP.A015_HELA_24H:L07
CHEMBL462228,Q9UPE1,ENSP00000359119,REP.A009_PC3_24H:J07
CHEMBL62858,Q9UPE1,ENSP00000359119,REP.A019_MCF7_24H:D13
CHEMBL256154,Q9UPE1,ENSP00000359119,LPROT002_A375_6H:F23
CHEMBL156639,Q9UPE1,ENSP00000359119,REP.A012_HELA_24H:I01
CHEMBL75177,Q9UPE1,ENSP00000359119,REP.A003_HELA_24H:G07
CHEMBL50098,Q9UPE1,ENSP00000359119,REP.A012_HA1E_24H:I01
CHEMBL419753,Q9UPE1,ENSP00000359119,REP.A023_HT29_24H:A13
CHEMBL3604499,Q9UPE1,ENSP00000359119,LJP007_HCC515_24H:E01
CHEMBL255511,Q9UPE1,ENSP00000359119,REP.A012_HELA_24H:A19
CHEMBL207794,Q9UPE1,ENSP00000359119,REP.A002_A375_24H:G01
CHEMBL109517,Q9UPE1,ENSP00000359119,REP.A018_YAPC_24H:E13
CHEMBL395308,Q9UPE1,ENSP00000359119,REP.A002_A375_24H:P13
CHEMBL320906,Q9UPE1,ENSP00000359119,REP.A014_MCF7_24H:I07
CHEMBL3589665,Q9UPE1,ENSP00000359119,REP.A019_HA1E_24H:J01
CHEMBL128184,Q9UPE1,ENSP00000359119,REP.A008_HA1E_24H:F01
CHEMBL388956,Q9UPE1,ENSP00000359119,REP.A018_A375_24H:H01
CHEMBL285342,Q9UPE1,ENSP00000359119,REP.A008_YAPC_24H:B19
CHEMBL213457,Q9UPE1,ENSP00000359119,REP.A001_PC3_24H:H19
CHEMBL310867,Q9UPE1,ENSP00000359119,REP.A014_PC3_24H:I07
CHEMBL144493,Q9UPE1,ENSP00000359119,REP.A014_A375_24H:P01
CHEMBL179708,Q9UPE1,ENSP00000359119,REP.A012_PC3_24H:B19
CHEMBL214291,Q9UPE1,ENSP00000359119,REP.A005_HT29_24H:F13
CHEMBL385358,Q9UPE1,ENSP00000359119,REP.A001_HT29_24H:H19
CHEMBL377091,Q9UPE1,ENSP00000359119,REP.A002_HA1E_24H:G01
CHEMBL3238099,Q9UPE1,ENSP00000359119,LPROT002_NPC.TAK_6H:O02
CHEMBL213538,Q9UPE1,ENSP00000359119,LJP008_HA1E_24H:J07
CHEMBL364213,Q9UPE1,ENSP00000359119,REP.A001_HA1E_24H:C01
CHEMBL296228,Q9UPE1,ENSP00000359119,REP.A026_A375_24H:M01
CHEMBL49176,Q9UPE1,ENSP00000359119,REP.A024_HA1E_24H:H13
CHEMBL6310,Q9UPE1,ENSP00000359119,REP.A015_A375_24H:B19
CHEMBL231812,Q9UPE1,ENSP00000359119,REP.A006_YAPC_24H:B07
CHEMBL9298CHEMBL468419,Q9UPE1,ENSP00000359119,LJP008_HEPG2_24H:M07
CHEMBL409026,Q9UPE1,ENSP00000359119,REP.A015_PC3_24H:G07
CHEMBL392464,Q9UPE1,ENSP00000359119,REP.A003_HA1E_24H:A13
CHEMBL250483,Q9UPE1,ENSP00000359119,REP.A011_PC3_24H:M13
CHEMBL203211,Q9UPE1,ENSP00000359119,REP.A028_A375_24H:B13
CHEMBL211358,Q9UPE1,ENSP00000359119,REP.A027_HA1E_24H:N07
CHEMBL302741,Q9UPE1,ENSP00000359119,REP.A015_HA1E_24H:L07
CHEMBL216736,Q9UPE1,ENSP00000359119,REP.A027_PC3_24H:L01
CHEMBL3133821,Q9UPE1,ENSP00000359119,REP.A028_YAPC_24H:N07
CHEMBL264349,Q9UPE1,ENSP00000359119,REP.A027_HA1E_24H:N07
CHEMBL264349,Q9UPE1,ENSP00000359119,REP.A027_HT29_24H:N07
CHEMBL517866,Q9UPE1,ENSP00000359119,REP.A008_HELA_24H:H19
CHEMBL3594232,Q9UPE1,ENSP00000359119,REP.A003_MCF7_24H:M19
CHEMBL356505,Q9UPE1,ENSP00000359119,REP.A018_MCF7_24H:F19
CHEMBL3357657,Q9UPE1,ENSP00000359119,LJP006_HCC515_24H:B07
CHEMBL224545,Q9UPE1,ENSP00000359119,REP.A001_HT29_24H:I01
CHEMBL209803,Q9UPE1,ENSP00000359119,REP.A018_MCF7_24H:F19
CHEMBL385358,Q9UPE1,ENSP00000359119,REP.A001_A375_24H:H19
CHEMBL135,Q9UPE1,ENSP00000359119,REP.A001_PC3_24H:H19
CHEMBL142153,Q9UPE1,ENSP00000359119,REP.A002_A375_24H:D01
CHEMBL319037,Q9UPE1,ENSP00000359119,REP.A018_MCF7_24H:O19
CHEMBL377091,Q9UPE1,ENSP00000359119,REP.A002_YAPC_24H:G01
CHEMBL401369,Q9UPE1,ENSP00000359119,REP.A002_HT29_24H:E13
CHEMBL145081,Q9UPE1,ENSP00000359119,REP.A005_A375_24H:F13
CHEMBL193726,Q9UPE1,ENSP00000359119,LJP005_SKBR3_3H:P01
CHEMBL75188,Q9UPE1,ENSP00000359119,REP.A006_HA1E_24H:C01
CHEMBL394614,Q9UPE1,ENSP00000359119,REP.A023_MCF7_24H:M19
CHEMBL231811,Q9UPE1,ENSP00000359119,REP.A006_PC3_24H:B07
CHEMBL27769,Q9UPE1,ENSP00000359119,REP.A023_A375_24H:I01
CHEMBL3589665,Q9UPE1,ENSP00000359119,LJP009_HCC515_24H:I01
CHEMBL45827,Q9UPE1,ENSP00000359119,REP.A006_A375_24H:C01
CHEMBL38791,Q9UPE1,ENSP00000359119,REP.A019_HT29_24H:L19
CHEMBL2349610,Q9UPE1,ENSP00000359119,REP.A022_YAPC_24H:P13
CHEMBL254198,Q9UPE1,ENSP00000359119,REP.A003_MCF7_24H:K13
CHEMBL60270,Q9UPE1,ENSP00000359119,REP.A008_MCF7_24H:L07
CHEMBL201472,Q9UPE1,ENSP00000359119,REP.A001_YAPC_24H:H19
CHEMBL49176,Q9UPE1,ENSP00000359119,REP.A003_MCF7_24H:D13
CHEMBL332178,Q9UPE1,ENSP00000359119,REP.A003_HELA_24H:M07
CHEMBL409026,Q9UPE1,ENSP00000359119,REP.A012_HT29_24H:L07
CHEMBL38791,Q9UPE1,ENSP00000359119,REP.A019_HELA_24H:L19
CHEMBL320906,Q9UPE1,ENSP00000359119,REP.A024_MCF7_24H:E19
CHEMBL145081,Q9UPE1,ENSP00000359119,REP.A013_A375_24H:M13
CHEMBL142153,Q9UPE1,ENSP00000359119,REP.A017_PC3_24H:I01
CHEMBL3604843,Q9UPE1,ENSP00000359119,REP.A006_HT29_24H:H07
CHEMBL156639,Q9UPE1,ENSP00000359119,REP.A012_YAPC_24H:I01
CHEMBL319037,Q9UPE1,ENSP00000359119,REP.A023_YAPC_24H:G01
CHEMBL212349,Q9UPE1,ENSP00000359119,LJP008_HEPG2_24H:J07
CHEMBL3604497,Q9UPE1,ENSP00000359119,LJP007_A375_24H:E01
CHEMBL214903,Q9UPE1,ENSP00000359119,REP.A003_YAPC_24H:M01
CHEMBL296228,Q9UPE1,ENSP00000359119,REP.A026_PC3_24H:M01
CHEMBL255312,Q9UPE1,ENSP00000359119,LJP005_HS578T_24H:J01
CHEMBL60270,Q9UPE1,ENSP00000359119,REP.A015_HT29_24H:G07
CHEMBL351483,Q9UPE1,ENSP00000359119,REP.A001_HELA_24H:B13
CHEMBL21156,Q9UPE1,ENSP00000359119,REP.A010_HT29_24H:M01
CHEMBL42557,Q9UPE1,ENSP00000359119,LJP008_NPC.TAK_24H:D19
CHEMBL438257,Q9UPE1,ENSP00000359119,REP.A022_HELA_24H:N01
CHEMBL193726,Q9UPE1,ENSP00000359119,LJP005_HT29_24H:P01
CHEMBL231811,Q9UPE1,ENSP00000359119,REP.A006_HT29_24H:B07
CHEMBL384364,Q9UPE1,ENSP00000359119,REP.A003_MCF7_24H:K13
CHEMBL256154,Q9UPE1,ENSP00000359119,LJP005_A549_24H:J01
CHEMBL42557,Q9UPE1,ENSP00000359119,LJP008_NPC_24H:D19
CHEMBL12108,Q9UPE1,ENSP00000359119,REP.A021_A375_24H:D07
CHEMBL80619,Q9UPE1,ENSP00000359119,REP.A019_HT29_24H:L19
CHEMBL372020,Q9UPE1,ENSP00000359119,REP.A001_HA1E_24H:H19
CHEMBL2112842,Q9UPE1,ENSP00000359119,REP.A018_HT29_24H:C13
CHEMBL3600689,Q9UPE1,ENSP00000359119,REP.A005_MCF7_24H:F01
CHEMBL3628365,Q9UPE1,ENSP00000359119,LJP008_ASC_24H:O07
CHEMBL252539,Q9UPE1,ENSP00000359119,REP.A003_PC3_24H:K13
CHEMBL3133821,Q9UPE1,ENSP00000359119,REP.A028_A375_24H:N07
CHEMBL209803,Q9UPE1,ENSP00000359119,REP.A018_A375_24H:F19
CHEMBL401369,Q9UPE1,ENSP00000359119,REP.A002_HA1E_24H:E13
CHEMBL203186,Q9UPE1,ENSP00000359119,REP.A018_A375_24H:O19
CHEMBL253095,Q9UPE1,ENSP00000359119,REP.A013_PC3_24H:P19
CHEMBL394614,Q9UPE1,ENSP00000359119,REP.A021_HELA_24H:K13
CHEMBL3259917,Q9UPE1,ENSP00000359119,REP.A005_HA1E_24H:F13
CHEMBL288447,Q9UPE1,ENSP00000359119,REP.A025_YAPC_24H:H07
CHEMBL3608880,Q9UPE1,ENSP00000359119,REP.A002_HA1E_24H:P07
CHEMBL21156,Q9UPE1,ENSP00000359119,REP.A018_A375_24H:O19
CHEMBL409026,Q9UPE1,ENSP00000359119,REP.A009_YAPC_24H:P13
CHEMBL128184,Q9UPE1,ENSP00000359119,REP.A006_HT29_24H:H07
CHEMBL145081,Q9UPE1,ENSP00000359119,REP.A026_HT29_24H:A07
CHEMBL60270,Q9UPE1,ENSP00000359119,REP.A015_HELA_24H:K01
CHEMBL9298CHEMBL468419,Q9UPE1,ENSP00000359119,LJP008_NPC.TAK_24H:M07
CHEMBL377091,Q9UPE1,ENSP00000359119,REP.A002_HELA_24H:G01
CHEMBL220587,Q9UPE1,ENSP00000359119,REP.A009_MCF7_24H:B13
CHEMBL81838,Q9UPE1,ENSP00000359119,REP.A019_HELA_24H:L19
CHEMBL78310,Q9UPE1,ENSP00000359119,REP.A023_PC3_24H:D13
CHEMBL358527,Q9UPE1,ENSP00000359119,REP.A019_HT29_24H:L19
CHEMBL302741,Q9UPE1,ENSP00000359119,REP.A006_MCF7_24H:H07
CHEMBL182557,Q9UPE1,ENSP00000359119,REP.A027_A375_24H:G19
CHEMBL3259917,Q9UPE1,ENSP00000359119,REP.A005_YAPC_24H:F13
CHEMBL27769,Q9UPE1,ENSP00000359119,REP.A023_YAPC_24H:I01
CHEMBL385514,Q9UPE1,ENSP00000359119,REP.A001_A375_24H:H19
CHEMBL1214932,Q9UPE1,ENSP00000359119,REP.A013_PC3_24H:M13
CHEMBL438257,Q9UPE1,ENSP00000359119,REP.A022_HT29_24H:N01
CHEMBL44312,Q9UPE1,ENSP00000359119,LJP008_HUVEC_24H:D19
CHEMBL294226,Q9UPE1,ENSP00000359119,REP.A011_MCF7_24H:I19
CHEMBL145081,Q9UPE1,ENSP00000359119,REP.A026_HELA_24H:A07
CHEMBL409026,Q9UPE1,ENSP00000359119,REP.A025_HT29_24H:B13
CHEMBL3589663,Q9UPE1,ENSP00000359119,LJP009_ASC.C_24H:I01
CHEMBL502078,Q9UPE1,ENSP00000359119,REP.A021_HT29_24H:K19
CHEMBL214903,Q9UPE1,ENSP00000359119,REP.A003_HT29_24H:M01
CHEMBL345458,Q9UPE1,ENSP00000359119,REP.A013_YAPC_24H:N01
CHEMBL302741,Q9UPE1,ENSP00000359119,REP.A018_HELA_24H:E13
CHEMBL54507,Q9UPE1,ENSP00000359119,REP.A017_PC3_24H:O19
CHEMBL358527,Q9UPE1,ENSP00000359119,REP.A019_HELA_24H:L19
CHEMBL59836,Q9UPE1,ENSP00000359119,REP.A001_HELA_24H:H19
CHEMBL301618,Q9UPE1,ENSP00000359119,REP.A024_HELA_24H:H13
CHEMBL104904,Q9UPE1,ENSP00000359119,REP.A020_HT29_24H:A13
CHEMBL395308,Q9UPE1,ENSP00000359119,REP.A006_HA1E_24H:B07
CHEMBL384847,Q9UPE1,ENSP00000359119,REP.A017_HA1E_24H:J07
CHEMBL382277,Q9UPE1,ENSP00000359119,REP.A018_YAPC_24H:E13
CHEMBL213457,Q9UPE1,ENSP00000359119,REP.A027_HT29_24H:N07
CHEMBL3589665,Q9UPE1,ENSP00000359119,LJP009_HUVEC_24H:I01
CHEMBL128184,Q9UPE1,ENSP00000359119,REP.A018_MCF7_24H:E13
CHEMBL21156,Q9UPE1,ENSP00000359119,REP.A018_PC3_24H:O19
CHEMBL388956,Q9UPE1,ENSP00000359119,REP.A005_YAPC_24H:F01
CHEMBL349018,Q9UPE1,ENSP00000359119,REP.A024_A375_24H:H13
CHEMBL3259917,Q9UPE1,ENSP00000359119,REP.A027_HELA_24H:N07
CHEMBL250483,Q9UPE1,ENSP00000359119,REP.A011_HA1E_24H:M13
CHEMBL201472,Q9UPE1,ENSP00000359119,REP.A007_YAPC_24H:C01
CHEMBL3259917,Q9UPE1,ENSP00000359119,REP.A027_A375_24H:N07
CHEMBL213454,Q9UPE1,ENSP00000359119,REP.A019_MCF7_24H:L19
CHEMBL322067,Q9UPE1,ENSP00000359119,REP.A024_YAPC_24H:I01
CHEMBL181840,Q9UPE1,ENSP00000359119,REP.A019_HA1E_24H:D13
CHEMBL517866,Q9UPE1,ENSP00000359119,REP.A007_A375_24H:H19
CHEMBL59836,Q9UPE1,ENSP00000359119,REP.A014_HT29_24H:P01
CHEMBL3589662,Q9UPE1,ENSP00000359119,LJP009_NPC.CAS9_24H:I01
CHEMBL142153,Q9UPE1,ENSP00000359119,REP.A002_HELA_24H:D01
CHEMBL44312,Q9UPE1,ENSP00000359119,LJP008_NPC_24H:D19
CHEMBL3133821,Q9UPE1,ENSP00000359119,REP.A025_HA1E_24H:B07
CHEMBL302741,Q9UPE1,ENSP00000359119,REP.A006_A375_24H:H07
CHEMBL316983,Q9UPE1,ENSP00000359119,REP.A013_MCF7_24H:B13
CHEMBL44,Q9UPE1,ENSP00000359119,REP.A017_HT29_24H:C13
CHEMBL255312,Q9UPE1,ENSP00000359119,LJP005_HT29_24H:J01
CHEMBL950,Q9UPE1,ENSP00000359119,REP.A013_PC3_24H:K13
CHEMBL3604499,Q9UPE1,ENSP00000359119,REP.A022_HA1E_24H:I07
CHEMBL283989,Q9UPE1,ENSP00000359119,REP.A008_HA1E_24H:O13
CHEMBL278849,Q9UPE1,ENSP00000359119,REP.A013_HT29_24H:D07
CHEMBL571610,Q9UPE1,ENSP00000359119,LPROT002_A375_6H:L13
CHEMBL3604499,Q9UPE1,ENSP00000359119,LJP007_PC3_24H:E01
CHEMBL256154,Q9UPE1,ENSP00000359119,LJP005_BT20_3H:J01
CHEMBL256154,Q9UPE1,ENSP00000359119,LPROT003_PC3_6H:E19
CHEMBL60270,Q9UPE1,ENSP00000359119,REP.A011_HT29_24H:E13
CHEMBL654,Q9UPE1,ENSP00000359119,REP.A003_HELA_24H:M19
CHEMBL319037,Q9UPE1,ENSP00000359119,REP.A014_HELA_24H:N13
CHEMBL435814,Q9UPE1,ENSP00000359119,LJP007_CD34_24H:K19
CHEMBL109517,Q9UPE1,ENSP00000359119,REP.A018_MCF7_24H:E13
CHEMBL193726,Q9UPE1,ENSP00000359119,LJP005_HEPG2_24H:P01
CHEMBL246874,Q9UPE1,ENSP00000359119,REP.A018_MCF7_24H:F19
CHEMBL3589665,Q9UPE1,ENSP00000359119,LJP009_HEPG2_24H:I01
CHEMBL201472,Q9UPE1,ENSP00000359119,REP.A001_PC3_24H:H19
CHEMBL213538,Q9UPE1,ENSP00000359119,LJP008_HME1_24H:J07
CHEMBL3589665,Q9UPE1,ENSP00000359119,LJP009_SKL.C_24H:I01
CHEMBL372020,Q9UPE1,ENSP00000359119,REP.A026_HT29_24H:A07
CHEMBL255312,Q9UPE1,ENSP00000359119,LJP005_HCC515_24H:J01
